Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Washington Heights,40.85190252555305,-73.93690027985234,Cabrini Wines,40.85129218870419,-73.93971626183753,Wine Shop
Washington Heights,40.85190252555305,-73.93690027985234,Bennett Wines & Liquor,40.85045575462591,-73.93676854425944,Liquor Store
Washington Heights,40.85190252555305,-73.93690027985234,Hudson View Restaurant,40.850888432086236,-73.93823069541277,Breakfast Spot
Washington Heights,40.85190252555305,-73.93690027985234,Bennett Park,40.85296731395129,-73.93787361453009,Park
Washington Heights,40.85190252555305,-73.93690027985234,The Pandering Pig,40.855226197706585,-73.93779261979789,American Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Vines on Pine,40.8552777479788,-73.93767127156606,Wine Shop
Washington Heights,40.85190252555305,-73.93690027985234,Altus Cafe,40.85227048549662,-73.93468709744222,Cocktail Bar
Washington Heights,40.85190252555305,-73.93690027985234,Highbridge Park Pool,40.849110201463084,-73.93683928010928,Pool
Washington Heights,40.85190252555305,-73.93690027985234,Yo Sweets,40.85083131851628,-73.9378569165125,Frozen Yogurt Shop
Washington Heights,40.85190252555305,-73.93690027985234,Chittenden Overlook,40.85502970536667,-73.93936157226562,Scenic Lookout
Washington Heights,40.85190252555305,-73.93690027985234,Las Tapas,40.85523384393846,-73.93728400575858,Tapas Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Fresco's Pizzeria,40.85520157236451,-73.93721648678681,Pizza Place
Washington Heights,40.85190252555305,-73.93690027985234,181 Cabrini,40.851251236650356,-73.94034289599841,New American Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Buunni Coffee,40.85519403267616,-73.9377173781395,Café
Washington Heights,40.85190252555305,-73.93690027985234,La Casa del Mofongo,40.85026656753515,-73.93314532362541,Caribbean Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Fort Washington Bakery & Deli,40.85104558248512,-73.93864460474616,Bakery
Washington Heights,40.85190252555305,-73.93690027985234,Terravita,40.848059,-73.937645,New American Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Kismat Indian Restaurant,40.855221723964846,-73.93696683600031,Indian Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Poción,40.847628782562246,-73.93837984011846,Lounge
Washington Heights,40.85190252555305,-73.93690027985234,AT&T,40.84949305694621,-73.93456041812897,Mobile Phone Shop
Washington Heights,40.85190252555305,-73.93690027985234,The Vitamin Shoppe,40.8501171,-73.9351315,Supplement Shop
Washington Heights,40.85190252555305,-73.93690027985234,La Cabana Salvadorena,40.85433401375745,-73.9336768506694,Latin American Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,181 Gourmet Deli,40.851095815370044,-73.93892661241044,Deli / Bodega
Washington Heights,40.85190252555305,-73.93690027985234,Yang Garden,40.85530896752232,-73.93783226069496,Chinese Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Monkey Room,40.854976932654424,-73.93704592998373,Bar
Washington Heights,40.85190252555305,-73.93690027985234,Frank's Market,40.85533405166097,-73.93716221785515,Grocery Store
Washington Heights,40.85190252555305,-73.93690027985234,T-Mobile,40.85046159898994,-73.93528160613425,Mobile Phone Shop
Washington Heights,40.85190252555305,-73.93690027985234,Starbucks,40.85096145,-73.93833015,Coffee Shop
Washington Heights,40.85190252555305,-73.93690027985234,Lucky 7 Tapas Bar,40.85044675560533,-73.93303027615121,Tapas Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Planet Fitness - Temporarily Closed,40.84753584822694,-73.93793656267817,Gym / Fitness Center
Washington Heights,40.85190252555305,-73.93690027985234,Blink Fitness,40.848562,-73.936941,Gym
Washington Heights,40.85190252555305,-73.93690027985234,Dominican Square,40.852424033529694,-73.93488978196986,Plaza
Washington Heights,40.85190252555305,-73.93690027985234,Baskin-Robbins,40.85044405488296,-73.9373276411219,Ice Cream Shop
Washington Heights,40.85190252555305,-73.93690027985234,Punto de Sabor Restaurant,40.85074,-73.93247,Spanish Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Claire's,40.849839,-73.93551500000001,Accessories Store
Washington Heights,40.85190252555305,-73.93690027985234,Marisco Centro (Seafood Restaurant & Fish Market),40.85133231436476,-73.9318637321785,Seafood Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Mambi Steak House Bar & Grill,40.84761525167604,-73.93814343707571,Spanish Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Sushi Yu II,40.8512546772285,-73.93965198989514,Sushi Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Refried Beans Mexican Restaurant,40.85503858399724,-73.93703107149052,Mexican Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Moscow on the Hudson,40.850958871640614,-73.93864544774256,Grocery Store
Washington Heights,40.85190252555305,-73.93690027985234,Golden Star,40.84972502907437,-73.93625936786627,Chinese Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,GNC,40.84952,-73.934875,Supplement Shop
Washington Heights,40.85190252555305,-73.93690027985234,Kazza Wine Bar,40.84769385813797,-73.93862109202698,Wine Bar
Washington Heights,40.85190252555305,-73.93690027985234,El Guanaco Restaurant Pupuseria,40.848216,-73.938164,Latin American Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Chase Bank,40.850282,-73.935308,Bank
Washington Heights,40.85190252555305,-73.93690027985234,Gap Factory Store,40.848928968984765,-73.9385909402616,Clothing Store
Washington Heights,40.85190252555305,-73.93690027985234,Spoiled Brats,40.85137620658814,-73.93528463692203,Pet Store
Washington Heights,40.85190252555305,-73.93690027985234,El Panadero Bakery,40.847986735591036,-73.93477616565791,Bakery
Washington Heights,40.85190252555305,-73.93690027985234,SUBWAY,40.84925011493432,-73.93711605719488,Sandwich Place
Washington Heights,40.85190252555305,-73.93690027985234,Pick and Eat,40.84755809230442,-73.93821158547597,Café
Washington Heights,40.85190252555305,-73.93690027985234,No. 1 Chinese Restaurant,40.85123671099152,-73.93960586750859,Chinese Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Vicky's Diner,40.85519031985391,-73.93716531922621,Diner
Washington Heights,40.85190252555305,-73.93690027985234,GameStop,40.84857,-73.934384,Video Game Store
Washington Heights,40.85190252555305,-73.93690027985234,SUBWAY,40.851752205864,-73.93160322969925,Sandwich Place
Washington Heights,40.85190252555305,-73.93690027985234,Hertz,40.852022,-73.934332,Rental Car Location
Washington Heights,40.85190252555305,-73.93690027985234,Floridita Broadway Bakery,40.84778119590665,-73.93785127878681,Bakery
Washington Heights,40.85190252555305,-73.93690027985234,Capital One Bank,40.8495563,-73.9349611,Bank
Washington Heights,40.85190252555305,-73.93690027985234,181st Street & St. Nicholas Avenue,40.84931972393604,-73.93374534151803,Rest Area
Washington Heights,40.85190252555305,-73.93690027985234,The Children's Place,40.84934587531209,-73.93399132525082,Kids Store
Washington Heights,40.85190252555305,-73.93690027985234,New York & Company,40.850204941289384,-73.93574962214448,Women's Store
Washington Heights,40.85190252555305,-73.93690027985234,Scoop Cafe,40.849988223249156,-73.93539645226812,Café
Washington Heights,40.85190252555305,-73.93690027985234,Foot Locker,40.849915,-73.93448199999999,Shoe Store
Washington Heights,40.85190252555305,-73.93690027985234,The UPS Store,40.84896959757678,-73.93252730369568,Shipping Store
Washington Heights,40.85190252555305,-73.93690027985234,T-Mobile,40.84862,-73.934518,Mobile Phone Shop
Washington Heights,40.85190252555305,-73.93690027985234,Staples,40.8522284,-73.9343701,Paper / Office Supplies Store
Washington Heights,40.85190252555305,-73.93690027985234,Mi Ranchito,40.850940043830036,-73.93270136537873,Mexican Restaurant
Washington Heights,40.85190252555305,-73.93690027985234,Dunkin',40.85358361444566,-73.93446379847944,Donut Shop
Washington Heights,40.85190252555305,-73.93690027985234,Bravo Supermarkets,40.850675,-73.9359077,Grocery Store
Washington Heights,40.85190252555305,-73.93690027985234,Me Quick Stop,40.85245585441481,-73.93488958708235,Deli / Bodega
Washington Heights,40.85190252555305,-73.93690027985234,Modell's Sporting Goods,40.84939695101756,-73.93440607442066,Sporting Goods Shop
Washington Heights,40.85190252555305,-73.93690027985234,Key Food,40.85387285643355,-73.93387824458537,Supermarket
Washington Heights,40.85190252555305,-73.93690027985234,Fabco Shoes,40.84969636925131,-73.93475076362456,Miscellaneous Shop
Washington Heights,40.85190252555305,-73.93690027985234,Lucille Roberts,40.848487133551245,-73.93463619433982,Gym
Washington Heights,40.85190252555305,-73.93690027985234,Dan's Supermarket,40.85182894983259,-73.93239318833459,Supermarket
Washington Heights,40.85190252555305,-73.93690027985234,Papi's Pizzeria,40.8494456480372,-73.93349931292883,Pizza Place
Washington Heights,40.85190252555305,-73.93690027985234,Dunkin',40.848971559412725,-73.93354349109637,Donut Shop
Washington Heights,40.85190252555305,-73.93690027985234,Fitz Grocery,40.854796671938324,-73.93332709431095,Grocery Store
Washington Heights,40.85190252555305,-73.93690027985234,cuccionailandhairlounge,40.851913,-73.931605,Cosmetics Shop
Washington Heights,40.85190252555305,-73.93690027985234,Quick Fresh,40.85051029489905,-73.93170823182786,Salad Place
Inwood,40.86768396449915,-73.92121042203897,PJ Wine,40.86725069863996,-73.92234862213004,Wine Shop
Inwood,40.86768396449915,-73.92121042203897,Inwood Farmers Market,40.8690623647046,-73.92055952849027,Farmers Market
Inwood,40.86768396449915,-73.92121042203897,ChocNYC,40.86839571994423,-73.91874220036571,Bakery
Inwood,40.86768396449915,-73.92121042203897,Guadalupe Bar and Grill,40.86733441190966,-73.92086276373738,Mexican Restaurant
Inwood,40.86768396449915,-73.92121042203897,Bocaditos Bistro,40.867118,-73.923829,Bistro
Inwood,40.86768396449915,-73.92121042203897,Inwood Gourmet,40.86859393673214,-73.92136081974698,Deli / Bodega
Inwood,40.86768396449915,-73.92121042203897,Inwood Local,40.868032079412906,-73.92058148137625,Wine Bar
Inwood,40.86768396449915,-73.92121042203897,G's Coffee Shop,40.86841792395646,-73.92174351734803,Diner
Inwood,40.86768396449915,-73.92121042203897,Furry Fiends,40.8682535048151,-73.92155219714417,Pet Store
Inwood,40.86768396449915,-73.92121042203897,Isham Park,40.86964681199003,-73.91921038865577,Park
Inwood,40.86768396449915,-73.92121042203897,fantastic lounge,40.866296999999996,-73.919626,Latin American Restaurant
Inwood,40.86768396449915,-73.92121042203897,Garden Cafe,40.868050488858266,-73.92047699521964,Café
Inwood,40.86768396449915,-73.92121042203897,Inwood Hill Park,40.870857526105226,-73.92012895296453,Park
Inwood,40.86768396449915,-73.92121042203897,Dichter Pharmacy,40.867986761299925,-73.9207270084213,Pharmacy
Inwood,40.86768396449915,-73.92121042203897,Go Greenly,40.86682225266927,-73.92368490409885,Frozen Yogurt Shop
Inwood,40.86768396449915,-73.92121042203897,Bread and Yoga,40.8682294804136,-73.91802773071818,Yoga Studio
Inwood,40.86768396449915,-73.92121042203897,The Tubby Hook,40.86781567865924,-73.92073897853041,American Restaurant
Inwood,40.86768396449915,-73.92121042203897,Inwood Animal Clinic,40.866524372266475,-73.92459057127897,Veterinarian
Inwood,40.86768396449915,-73.92121042203897,Bizcocho De Colores,40.866035195034456,-73.91939635323097,Bakery
Inwood,40.86768396449915,-73.92121042203897,Inwood Bar and Grill,40.86704379362675,-73.92257045428569,Restaurant
Inwood,40.86768396449915,-73.92121042203897,Anchor Heights,40.86680693822919,-73.92050256697367,Wine Bar
Inwood,40.86768396449915,-73.92121042203897,La Reina Del Chicharron,40.866356651741405,-73.92501189872718,Spanish Restaurant
Inwood,40.86768396449915,-73.92121042203897,Fidel's Gourmet Deli,40.86756287985037,-73.92438592402836,Deli / Bodega
Inwood,40.86768396449915,-73.92121042203897,Cafe De Broadway,40.868299986514465,-73.91892779692039,Café
Inwood,40.86768396449915,-73.92121042203897,Made in Mexico,40.86727537546098,-73.91708993197774,Mexican Restaurant
Inwood,40.86768396449915,-73.92121042203897,The Liffy II Bar,40.86904222830055,-73.91729960259804,Bar
Inwood,40.86768396449915,-73.92121042203897,Guacamole,40.869659000000006,-73.916736,Mexican Restaurant
